,,,nominal gross output,nominal intermediate input,nominal IT equipment capital,nominal software capital,nominal R&D capital,nominal entertainment originals capital,nominal other capital,nominal college labor input,nominal non-college labor input,gross output quantity index,intermediate input quantity index,quantity index IT equipment capital,quantity index software capital,quantity index R&D capital,quantity index entertainment originals capital,quantity index other capital,quantity index college labor input,quantity index non-college labor input,total hours
1976,21,Apparel and leather and allied products,39125,24781,1.375588,16.112515999999999,126.96592699999999,1.375588,2758.7595209999999,992.266479,10447.144531,4.3529,7.0442400000000003,7.7999999999999999E-4,7.0669999999999997E-2,0.46544000000000002,1,1.0694699999999999,1.5628299999999999,6.2757889999999996,2552.4331050000001
1977,21,Apparel and leather and allied products,43720,27681,1.30061,21.601811999999999,176.91450499999999,1.30061,3653.2778320000002,1065.1342770000001,11119.469727,4.5656600000000003,7.51,7.7999999999999999E-4,7.238E-2,0.46612999999999999,1,1.0859099999999999,1.5728549999999999,6.201708,2546.9792480000001
1978,21,Apparel and leather and allied products,46468,28895,0.14227100000000001,23.041021000000001,185.07455400000001,1.324022,4049.9123540000001,1175.1064449999999,12138.399414,4.6359599999999999,7.4373690000000003,7.7999999999999999E-4,7.2440000000000004E-2,0.46163999999999999,1,1.13164,1.5741620000000001,6.2580330000000002,2587.960693
1979,21,Apparel and leather and allied products,47419,28719,0.84517600000000004,21.547198999999999,197.00366199999999,1.3045249999999999,4435.5942379999997,1333.4123540000001,12710.292969,4.3892499999999997,6.875311,3.0999999999999999E-3,6.8809999999999996E-2,0.45667000000000002,1,1.1477200000000001,1.613327,5.9662829999999998,2496.9750979999999
1980,21,Apparel and leather and allied products,51294,31854,3.1421950000000001,19.120155,183.64918499999999,1.286808,4297.0678710000002,1495.7802730000001,13439.953125,4.4317599999999997,6.9709899999999996,6.8999999999999999E-3,6.8099999999999994E-2,0.45573999999999998,1,1.1582399999999999,1.739099,5.8701819999999998,2419.5981449999999
1981,21,Apparel and leather and allied products,55318,34169,9.7318719999999992,16.929987000000001,176.721619,1.3300270000000001,4783.1303710000002,1675.6412350000001,14485.514648,4.4409400000000003,6.9437490000000004,1.5970000000000002E-2,6.7729999999999999E-2,0.46168999999999999,1,1.16147,1.7785949999999999,5.8700539999999997,2421.039307
1982,21,Apparel and leather and allied products,57737,36866,18.033344,21.533434,228.89382900000001,1.3108379999999999,4771.0424800000001,1795.7154539999999,14034.469727,4.4680600000000004,7.36747,2.4809999999999999E-2,6.6689999999999999E-2,0.47796,1,1.17038,1.700634,5.3190939999999998,2226.889404
1983,21,Apparel and leather and allied products,59905,37532,29.122643,29.548974999999999,323.69103999999999,1.341942,5267.8989259999998,2013.722534,14707.673828000001,4.5499799999999997,7.3397699999999997,3.3020000000000001E-2,6.9629999999999997E-2,0.50022999999999995,1,1.1629499999999999,1.8026519999999999,5.4934560000000001,2223.8632809999999
1984,21,Apparel and leather and allied products,61044,38842,26.807922000000001,27.155607,289.73727400000001,1.209667,4183.4721680000002,2202.076904,15471.540039,4.5446499999999999,7.3975299999999997,4.088E-2,7.9149999999999998E-2,0.52853000000000006,1,1.19906,1.8678980000000001,5.4980229999999999,2277.7917480000001
1985,21,Apparel and leather and allied products,59823,37863,31.424498,43.428989000000001,353.99056999999999,1.2013769999999999,4182.4643550000001,2176.4113769999999,15171.079102,4.3908300000000002,7.1492100000000001,5.1729999999999998E-2,0.10013,0.56989000000000001,1,1.20069,1.7525440000000001,5.0479440000000002,2110.7380370000001
1986,21,Apparel and leather and allied products,59675,37025,51.264198,57.265732,425.43164100000001,1.1984090000000001,4421.7304690000001,2435.0424800000001,15258.066406,4.3201900000000002,6.9508000000000001,6.5460000000000004E-2,0.11769,0.61855000000000004,1,1.1734899999999999,1.8239529999999999,4.9153700000000002,2057.2436520000001
1987,21,Apparel and leather and allied products,66576,43747,51.323844999999999,46.345920999999997,362.34466600000002,1.07125,4067.21875,2864.6071780000002,15436.087890999999,4.7182899999999997,7.95791,7.1749999999999994E-2,0.12766,0.66105000000000003,1,1.17397,2.1843499999999998,4.9655740000000002,2066.8901369999999
1988,21,Apparel and leather and allied products,68843,45115,60.491207000000003,52.066688999999997,430.54733299999998,1.151521,4006.6850589999999,3222.483154,15954.575194999999,4.7211999999999996,7.858981,7.7670000000000003E-2,0.14124,0.68866000000000005,1,1.1848700000000001,2.2246790000000001,4.882174,2027.591064
1989,21,Apparel and leather and allied products,67621,42777,57.189158999999997,50.131382000000002,410.89477499999998,1.053925,4547.8872069999998,3297.4702149999998,16479.373047000001,4.4946900000000003,7.2695299999999996,8.3559999999999995E-2,0.16749,0.70811000000000002,1,1.17526,2.1678169999999999,4.887721,2017.2246090000001
1990,21,Apparel and leather and allied products,68523,43322,61.826984000000003,55.603565000000003,422.14224200000001,1.028583,4837.8715819999998,3291.3696289999998,16531.158202999999,4.4184799999999997,7.1595000000000004,8.9120000000000005E-2,0.21153,0.73163,1,1.1821999999999999,2.137175,4.6081279999999998,1908.39978
1991,21,Apparel and leather and allied products,69881,43821,75.365379000000004,77.361862000000002,492.83627300000001,1.0595760000000001,5114.5190430000002,3735.361328,16563.496093999998,4.4207799999999997,7.1238599999999996,9.5979999999999996E-2,0.26798,0.75248999999999999,1,1.1692800000000001,2.2017440000000001,4.5764420000000001,1868.0634769999999
1992,21,Apparel and leather and allied products,74647,47021,89.212340999999995,111.39865899999999,597.27612299999998,1.109952,5624.6010740000002,4115.8095700000003,17086.59375,4.6481000000000003,7.5234199999999998,0.10383000000000001,0.33034999999999998,0.76776,1,1.1930499999999999,2.2807930000000001,4.5675670000000004,1875.4993899999999
1993,21,Apparel and leather and allied products,76214,48566,83.368423000000007,111.333382,558.55279499999995,1.1029370000000001,5362.2592770000001,4725.1875,16806.195312,4.7003500000000003,7.6877599999999999,0.11396000000000001,0.40647,0.77488000000000001,1,1.2226399999999999,2.5249290000000002,4.4491750000000003,1843.391846
1994,21,Apparel and leather and allied products,78050,50003,88.382712999999995,133.34625199999999,545.33154300000001,1.0792109999999999,5618.6845700000003,5285.0463870000003,16375.128906,4.7907999999999999,7.809501,0.12493,0.51878999999999997,0.77922999999999998,1,1.2507299999999999,2.5373100000000002,4.3190920000000004,1788.6297609999999
1995,21,Apparel and leather and allied products,77745,50858,100.81452899999999,134.29357899999999,472.78555299999999,1.005806,5336.5869140000004,5139.5126950000003,15702.000977,4.7154090000000002,7.7056800000000001,0.15021000000000001,0.66134999999999999,0.79732000000000003,1,1.3015600000000001,2.5342530000000001,4.0180129999999998,1676.0701899999999
1996,21,Apparel and leather and allied products,76837,50814,107.51267199999999,156.41168200000001,486.87753300000003,0.99919100000000005,4974.3022460000002,5350.5805659999996,14946.316406,4.6273600000000004,7.6195599999999999,0.18017,0.77310999999999996,0.84760999999999997,1,1.2557700000000001,2.5763989999999999,3.6397840000000001,1525.421875
1997,21,Apparel and leather and allied products,81007,55771,106.775948,172.615341,531.370544,0.993479,5361.9384769999997,5069.2246089999999,13993.082031,4.8617699999999999,8.3252000000000006,0.21565000000000001,0.89659999999999995,0.90966000000000002,1,1.25793,2.4008340000000001,3.4597370000000001,1434.4014890000001
1998,21,Apparel and leather and allied products,73612,50163,79.327347000000003,140.43521100000001,396.46469100000002,0.91563000000000005,3763.1345209999999,4631.9897460000002,14436.732421999999,4.3857499999999998,7.5300710000000004,0.27400000000000002,1.0735600000000001,0.94925000000000004,1,1.2744500000000001,2.2547090000000001,3.1948240000000001,1302.583862
1999,21,Apparel and leather and allied products,71127,48705,79.887900999999999,155.04229699999999,390.75976600000001,0.89046700000000001,3649.8688959999999,5168.3979490000002,12977.153319999999,4.2294600000000004,7.3944599999999996,0.35874,1.2862199999999999,0.95148999999999995,1,1.28521,2.1072890000000002,2.7834699999999999,1149.3488769999999
2000,21,Apparel and leather and allied products,67809,45626,102.54527299999999,221.55458100000001,448.36209100000002,0.97992400000000002,4352.6850590000004,4671.2446289999998,12385.627930000001,4.0100600000000002,6.807391,0.45236999999999999,1.4944599999999999,0.91888999999999998,1,1.2868299999999999,1.873882,2.5450400000000002,1024.520874
2001,21,Apparel and leather and allied products,57176,37650,85.474463999999998,186.85446200000001,330.70712300000002,0.88835200000000003,3228.2014159999999,5035.8808589999999,10657.993164,3.3814700000000002,5.5891200000000003,0.55123,1.6426799999999999,0.87097000000000002,1,1.262,1.6919200000000001,2.2290489999999998,897.90454099999999
2002,21,Apparel and leather and allied products,49592,31403,93.848288999999994,209.77207899999999,332.89779700000003,0.90934999999999999,3498.671143,4689.5810549999997,9363.3203119999998,2.9482400000000002,4.6791400000000003,0.62709000000000004,1.6406099999999999,0.81882999999999995,1,1.2315400000000001,1.669138,1.892185,785.33795199999997
2003,21,Apparel and leather and allied products,43602,28072,41.928691999999998,86.545158000000001,145.02470400000001,0.63472899999999999,1660.6236570000001,3853.7055660000001,9741.5380860000005,2.5743299999999998,4.1079800000000004,0.67386000000000001,1.49787,0.77937000000000001,1,1.2095400000000001,1.2879590000000001,1.6962349999999999,686.47558600000002
2004,21,Apparel and leather and allied products,37936,23324,38.802452000000002,71.680603000000005,138.86625699999999,0.72841800000000001,1611.3393550000001,3969.2763669999999,8781.3066409999992,2.2254299999999998,3.3271700000000002,0.70533999999999997,1.32873,0.77925,1,1.1706099999999999,1.1679999999999999,1.5068459999999999,607.16241500000001
2005,21,Apparel and leather and allied products,36759,22899,21.690871999999999,33.189190000000004,82.367996000000005,0.46604499999999999,972.30444299999999,4304.4477539999998,8445.5341800000006,2.14147,3.1884299999999999,0.75226000000000004,1.21105,0.83526,1,1.14242,1.246664,1.406339,571.246216
2006,21,Apparel and leather and allied products,34542,21664,5.5099320000000001,7.8081670000000001,22.620494999999998,0.15110499999999999,247.11927800000001,4321.1108400000003,8273.6806639999995,1.9936400000000001,2.9372500000000001,0.81793000000000005,1.1425700000000001,0.88927999999999996,1,1.10599,1.215338,1.363912,550.08355700000004
2007,21,Apparel and leather and allied products,26692,14836,15.772131,21.365231000000001,68.532623000000001,0.58450199999999997,694.00036599999999,3784.0939939999998,7271.6513670000004,1.5274799999999999,1.9583600000000001,0.90681,1.09728,0.93401999999999996,1,1.07402,1.2152240000000001,1.309537,535.86645499999997
2008,21,Apparel and leather and allied products,21651,10068,14.131083,18.202611999999998,63.155064000000003,0.50834599999999996,553.20410200000003,3902.6625979999999,7031.1362300000001,1.22803,1.2835000000000001,0.97984000000000004,1.05616,0.98909000000000002,1,1.0415099999999999,1.0566040000000001,1.1720520000000001,474.05438199999998
2009,21,Apparel and leather and allied products,17739,7815,11.917441999999999,15.575462,59.298088,0.355883,444.97033699999997,3323.945068,6067.9379879999997,1,1,1,1,1,1,1,1,1,407.342896
2010,21,Apparel and leather and allied products,18603,8087,13.010686,16.96509,66.223106000000001,0.308504,529.94183299999997,3576.601807,6312.9487300000001,1.0442,0.98885000000000001,0.98429,0.92284999999999995,0.97384000000000004,1,0.98460999999999999,0.99571399999999999,0.95483499999999999,392.393036
2011,21,Apparel and leather and allied products,25751,15435,23.651211,29.021235000000001,128.97479200000001,0.58331200000000005,1009.955933,3325.9958499999998,5797.8173829999996,1.4053899999999999,1.8028500000000001,0.96060000000000001,0.85099999999999998,0.95196999999999998,1,0.95950999999999997,0.89507400000000004,0.93737700000000002,374.12570199999999
2012,21,Apparel and leather and allied products,32129,21895,8.1475919999999995,10.023543,46.393020999999997,0.21648500000000001,351.26821899999999,3382.7827149999998,6435.1684569999998,1.7255100000000001,2.5016699999999998,0.97306000000000004,0.85475000000000001,0.9365,1,0.90600000000000003,0.935361,0.95749700000000004,383.02023300000002
2013,21,Apparel and leather and allied products,32548,22130,22.408042999999999,28.233919,127.396202,0.55804799999999999,978.03167699999995,3822.4084469999998,5438.9638670000004,1.71852,2.4701599999999999,1.02352,0.92518999999999996,0.92449000000000003,1,0.88246999999999998,0.98088299999999995,0.90571900000000005,370.002228
2014,21,Apparel and leather and allied products,35618,25539,17.234885999999999,23.075071000000001,94.654044999999996,0.52060200000000001,731.785889,3347.8242190000001,5863.9052730000003,1.8590100000000001,2.8055500000000002,1.03373,0.95048999999999995,0.91493999999999998,1,0.86224999999999996,0.91665300000000005,0.88503900000000002,359.85607900000002
2015,21,Apparel and leather and allied products,31699,21979,0.88483199999999995,1.2127319999999999,5.3043380000000004,3.0446000000000001E-2,39.913353000000001,3715.094971,5957.5595700000003,1.6212899999999999,2.4286500000000002,1.01346,0.95620000000000005,0.90527000000000002,1,0.84367999999999999,0.99638800000000005,0.90007400000000004,363.13464399999998
2016,21,Apparel and leather and allied products,39146,29489,8.4710149999999995,12.593351,53.219253999999999,0.29660999999999998,394.13851899999997,3709.774414,5478.5068359999996,2.00488,3.26654,1.0213000000000001,1.0276099999999999,0.89766000000000001,1,0.82720000000000005,0.96616400000000002,0.79750699999999997,330.437408
1963,22,Paper products,16445,9991,1.13479,0.92578099999999997,78.729713000000004,1.13479,2601.1313479999999,332.01464800000002,3438.9289549999999,0.57271000000000005,0.53320000000000001,7.3999999999999999E-4,1.24E-3,8.8150000000000006E-2,1,0.44879999999999998,0.50441999999999998,1.489838,1243.9501949999999
1964,22,Paper products,17207,10294,1.124981,3.0478559999999999,91.198127999999997,1.124981,2824.0424800000001,337.32672100000002,3655.13501,0.59728000000000003,0.54344000000000003,7.3999999999999999E-4,2.9499999999999999E-3,9.7030000000000005E-2,1,0.46505999999999997,0.54467500000000002,1.5012529999999999,1267.529297
1965,22,Paper products,18618,11232,1.1186879999999999,5.4078460000000002,105.54509,1.1186879999999999,3036.7170409999999,380.84258999999997,3855.2502439999998,0.63885999999999998,0.58599000000000001,7.3999999999999999E-4,4.9699999999999996E-3,0.10782,1,0.49184,0.56569899999999995,1.541685,1309.294678
1966,22,Paper products,20378,12099,1.110463,9.2054980000000004,119.592812,1.110463,3471.0397950000001,460.75225799999998,4216.1879879999997,0.68076999999999999,0.61709000000000003,7.3999999999999999E-4,9.0500000000000008E-3,0.12162000000000001,1,0.53091999999999995,0.66196999999999995,1.6019350000000001,1377.2138669999999
1967,22,Paper products,21183,12768,1.1181049999999999,15.700291,128.81310999999999,1.1181049999999999,3314.0715329999998,519.45812999999998,4434.720703,0.69399999999999995,0.63863000000000003,7.3999999999999999E-4,1.4080000000000001E-2,0.13735,1,0.57384000000000002,0.69842800000000005,1.621669,1389.062866
1968,22,Paper products,22431,13298,1.117891,22.118639000000002,142.13047800000001,1.117891,3584.2978520000001,372.29641700000002,5009.9208980000003,0.72997000000000001,0.65186999999999995,7.3999999999999999E-4,1.745E-2,0.15467,1,0.59852000000000005,0.53276199999999996,1.6726430000000001,1418.9426269999999
1969,22,Paper products,24679,14754,1.1208149999999999,25.262756,157.48057600000001,1.1208149999999999,3782.8928219999998,408.38388099999997,5548.7382809999999,0.77912000000000003,0.69638999999999995,7.3999999999999999E-4,2.102E-2,0.17652000000000001,1,0.62051000000000001,0.54312000000000005,1.7264839999999999,1458.845581
1970,22,Paper products,25143,15147,1.154474,28.913724999999999,169.11019899999999,1.154474,3575.5710450000001,418.31326300000001,5801.7827150000003,0.76266,0.69111,7.3999999999999999E-4,2.7660000000000001E-2,0.19930999999999999,1,0.64881,0.54054599999999997,1.64899,1407.0970460000001
1971,22,Paper products,25618,15367,1.1809829999999999,39.722351000000003,188.566879,1.1809829999999999,3583.818115,518.14709500000004,5918.3837890000004,0.76537999999999995,0.68101,7.3999999999999999E-4,3.4479999999999997E-2,0.21856999999999999,1,0.66969999999999996,0.54350299999999996,1.60372,1362.6647949999999
1972,22,Paper products,28386,16858,1.153753,47.844676999999997,218.26658599999999,1.153753,4204.6987300000001,597.79290800000001,6457.0893550000001,0.82440000000000002,0.72572000000000003,7.3999999999999999E-4,4.4639999999999999E-2,0.2354,1,0.68286999999999998,0.56721699999999997,1.6389309999999999,1380.294678
1973,22,Paper products,32578,19482,1.113629,66.016059999999996,247.07878099999999,1.113629,5038.7534180000002,701.44635000000005,7040.4780270000001,0.88668000000000002,0.77310999999999996,7.3999999999999999E-4,5.4890000000000001E-2,0.24920999999999999,1,0.70672999999999997,0.59109699999999998,1.6735329999999999,1402.871582
1974,22,Paper products,40331,25916,1.094419,75.184662000000003,271.41937300000001,1.094419,5554.984375,771.42529300000001,7739.7973629999997,0.89249000000000001,0.86378999999999995,7.3999999999999999E-4,6.1499999999999999E-2,0.25905,1,0.74363000000000001,0.60131000000000001,1.6426160000000001,1377.672607
1975,22,Paper products,41483,27106,1.1026320000000001,89.233429000000001,309.950378,1.1026320000000001,5247.6665039999998,1116.102173,7611.8422849999997,0.80864999999999998,0.81022000000000005,7.3999999999999999E-4,7.2389999999999996E-2,0.26761000000000001,1,0.78188000000000002,0.691801,1.47207,1253.0740969999999
1976,22,Paper products,47390,30197,1.111334,114.68347900000001,360.19656400000002,1.111334,6606.1811520000001,1286.505981,8823.2099610000005,0.88283999999999996,0.85216000000000003,7.3999999999999999E-4,8.4949999999999998E-2,0.27836,1,0.80878000000000005,0.74250700000000003,1.5671010000000001,1332.585327
1977,22,Paper products,52095,33483,5.1099819999999996,129.29518100000001,394.18832400000002,1.113297,6772.4853519999997,1434.5238039999999,9875.2851559999999,0.93788000000000005,0.89441999999999999,7.3999999999999999E-4,9.425E-2,0.28847,1,0.84087999999999996,0.76415999999999995,1.627737,1361.4774170000001
1978,22,Paper products,57032,36709,18.088916999999999,143.90425099999999,408.26052900000002,1.115507,7248.8139650000003,1685.2504879999999,10817.566406,0.98341000000000001,0.92415000000000003,2.16E-3,9.8799999999999999E-2,0.29655999999999999,1,0.87231000000000003,0.791412,1.6260349999999999,1370.3260499999999
1979,22,Paper products,63926,40952,27.741589999999999,156.222443,470.91833500000001,1.124992,8403.1669920000004,1980.5462649999999,11934.280273,0.98151999999999995,0.92345999999999995,3.7399999999999998E-3,0.10359,0.30598999999999998,1,0.90368000000000004,0.82369300000000001,1.6115440000000001,1367.5389399999999
1980,22,Paper products,70343,46337,38.083519000000003,166.25221300000001,486.33789100000001,1.1436029999999999,8118.9277339999999,2242.3862300000001,12952.869140999999,0.95230999999999999,0.92269999999999996,5.5100000000000001E-3,0.10825,0.32090000000000002,1,0.94249000000000005,0.85055700000000001,1.539107,1313.1108400000001
1981,22,Paper products,76778,50542,42.316234999999999,174.37524400000001,553.97766100000001,1.1431089999999999,8874.0146480000003,2494.2504880000001,14095.923828000001,0.95833000000000002,0.92508999999999997,7.3899999999999999E-3,0.11015,0.34250999999999998,1,0.96982000000000002,0.84199800000000002,1.5220359999999999,1311.4785159999999
1982,22,Paper products,78540,50892,42.413775999999999,159.62861599999999,566.63732900000002,1.115299,9547.6582030000009,2753.1804200000001,14577.366211,0.96235999999999999,0.91664000000000001,9.2300000000000004E-3,9.8530000000000006E-2,0.36736999999999997,1,0.99048000000000003,0.81063399999999997,1.4740679999999999,1233.2535399999999
1983,22,Paper products,82822,53611,47.295485999999997,132.37463399999999,613.56512499999997,1.151251,9968.7773440000001,2906.7189939999998,15541.117188,1.0177400000000001,0.95226999999999995,1.0919999999999999E-2,8.6370000000000002E-2,0.38968000000000003,1,1.00017,0.82847300000000001,1.520097,1274.2829589999999
1984,22,Paper products,91578,58722,67.218292000000005,128.68379200000001,687.76855499999999,1.1179889999999999,11953.342773,3259.1452640000002,16758.724609000001,1.0523899999999999,1.00467,1.49E-2,9.2999999999999999E-2,0.40994999999999998,1,1.02807,0.88958400000000004,1.5612410000000001,1333.6123050000001
1985,22,Paper products,91393,57235,100.646103,156.399902,777.77117899999996,1.1121479999999999,12175.974609000001,3269.6396479999999,17676.455077999999,1.04972,0.97238000000000002,2.2780000000000002E-2,0.12379,0.42985000000000001,1,1.05931,0.87064900000000001,1.580166,1327.2342530000001
1986,22,Paper products,95873,59558,126.099861,210.95387299999999,823.53973399999995,1.0941179999999999,13099.180664,3710.397461,18343.734375,1.0963400000000001,1.0176499999999999,3.2750000000000001E-2,0.16408,0.44339000000000001,1,1.05298,0.91175399999999995,1.5224299999999999,1329.2540280000001
1987,22,Paper products,104092,64716,196.75801100000001,238.644791,897.28515600000003,1.0544249999999999,15001.256836,4283.5288090000004,18757.470702999999,1.12615,1.06267,4.2840000000000003E-2,0.19539999999999999,0.45291999999999999,1,1.07057,1.0622940000000001,1.5461130000000001,1357.3405760000001
1988,22,Paper products,117534,71958,294.50979599999999,287.015625,1117.6517329999999,1.050886,19541.771484000001,4797.7158200000003,19536.283202999999,1.1687099999999999,1.10944,5.1529999999999999E-2,0.22241,0.46844999999999998,1,1.0814999999999999,1.118236,1.5687040000000001,1377.107178
1989,22,Paper products,126136,77870,394.56625400000001,339.26080300000001,1290.525269,1.0470159999999999,20639.603515999999,4916.9243159999996,20684.074218999998,1.18442,1.15418,6.8059999999999996E-2,0.25596000000000002,0.49408999999999997,1,1.11826,1.076295,1.608665,1395.3551030000001
1990,22,Paper products,126418,78995,439.31106599999998,368.97876000000002,1272.2138669999999,1.03511,18833.462890999999,5070.6157229999999,21437.384765999999,1.1843300000000001,1.1508499999999999,8.6019999999999999E-2,0.31403999999999999,0.53066000000000002,1,1.16171,1.1108560000000001,1.608241,1401.7982179999999
1991,22,Paper products,124346,77474,463.86447099999998,423.19103999999999,1281.099121,1.0370440000000001,17545.806640999999,5572.5595700000003,21584.441406000002,1.1858,1.1260600000000001,0.10208,0.38746000000000003,0.57401999999999997,1,1.19764,1.1255029999999999,1.6018429999999999,1373.700073
1992,22,Paper products,126129,78367,497.702606,493.08807400000001,1310.2282709999999,1.0367820000000001,16701.943359000001,6077.8476559999999,22680.152343999998,1.1988099999999999,1.12538,0.12182,0.46342,0.61263000000000001,1,1.2199800000000001,1.128792,1.60961,1378.4738769999999
1993,22,Paper products,126100,77275,534.79919400000006,528.14630099999999,1386.0935059999999,1.035496,17124.923827999999,7024.4428710000002,22225.556640999999,1.2067000000000001,1.09205,0.14280999999999999,0.54056999999999999,0.63629000000000002,1,1.22801,1.2569669999999999,1.5993310000000001,1380.314453
1994,22,Paper products,135833,83831,570.64312700000005,644.58667000000003,1524.940308,1.0347230000000001,19426.794922000001,7613.6367190000001,22220.363281000002,1.2517,1.15276,0.16017000000000001,0.62017,0.65171000000000001,1,1.2339,1.2987500000000001,1.6135740000000001,1392.248169
1995,22,Paper products,165930,103468,698.30798300000004,781.51928699999996,2015.2529300000001,1.026964,28076.894531000002,8236.6923829999996,22652.306640999999,1.2623500000000001,1.29226,0.18356,0.70355000000000001,0.67322000000000004,1,1.23645,1.4037839999999999,1.586384,1379.809448
1996,22,Paper products,152625,94355,680.05755599999998,825.47582999999997,1933.779297,1.0270250000000001,23940.660156000002,8294.3808590000008,22594.619140999999,1.2480899999999999,1.2088099999999999,0.21944,0.79910000000000003,0.72152000000000005,1,1.25156,1.4815860000000001,1.563299,1360.6990969999999
1997,22,Paper products,148968,93376,698.49975600000005,874.26672399999995,1822.163818,1.037053,20540.03125,8322.0644530000009,23333.935547000001,1.2727200000000001,1.21743,0.26743,0.93262,0.76949000000000001,1,1.2524900000000001,1.4367669999999999,1.6014170000000001,1364.4700929999999
1998,22,Paper products,153000,97028,746.67346199999997,993.75695800000005,1911.4914550000001,1.0279180000000001,20425.650390999999,7857.7700199999999,24035.630859000001,1.27552,1.2786500000000001,0.33916000000000002,1.0851599999999999,0.78447999999999996,1,1.2531600000000001,1.3974800000000001,1.6147769999999999,1338.4970699999999
1999,22,Paper products,155454,95926,763.02148399999999,1104.943481,2053.275635,1.029798,22900.128906000002,8424.7910159999992,24280.808593999998,1.29175,1.2709299999999999,0.40666000000000002,1.1815100000000001,0.80876999999999999,1,1.24417,1.4001399999999999,1.593639,1320.9123540000001
2000,22,Paper products,163590,101224,691.87628199999995,1161.248413,2296.4645999999998,1.0197259999999999,24974.892577999999,8376.2470699999994,24864.251952999999,1.2555099999999999,1.26233,0.45238,1.22922,0.85843999999999998,1,1.2309300000000001,1.3274440000000001,1.5190090000000001,1239.991943
2001,22,Paper products,154849,101031,553.21319600000004,1113.6298830000001,2199.2714839999999,1.0442039999999999,17342.541015999999,9600.9404300000006,23007.361327999999,1.1920599999999999,1.26766,0.49127999999999999,1.256999,0.89368000000000003,1,1.20736,1.2583610000000001,1.394976,1138.019043
2002,22,Paper products,152285,97888,463.09127799999999,1162.756592,2403.415039,1.0337559999999999,18392.703125,9646.3388670000004,22327.662109000001,1.1984900000000001,1.25851,0.52359,1.2384900000000001,0.91386000000000001,1,1.18953,1.3134170000000001,1.277031,1061.236328
2003,22,Paper products,148743,97442,429.51058999999998,1112.135986,2374.451172,1.0291699999999999,15570.775390999999,8341.5039059999999,23471.595702999999,1.1644099999999999,1.2157899999999999,0.55410999999999999,1.1816899999999999,0.94565999999999995,1,1.1639299999999999,1.09636,1.2206220000000001,992.18688999999995
2004,22,Paper products,152892,99806,411.18283100000002,1087.2272949999999,2626.6777339999999,1.0198860000000001,17654.591797000001,9041.1933590000008,22264.107422000001,1.1658900000000001,1.17726,0.58052000000000004,1.10043,0.96763999999999994,1,1.1318299999999999,1.1090249999999999,1.179754,960.14630099999999
2005,22,Paper products,159920,107975,417.68942299999998,997.70147699999995,2690.0190429999998,1.027755,16541.761718999998,9424.2460940000001,21872.554688,1.1633,1.19553,0.61670999999999998,1.0268600000000001,0.97346999999999995,1,1.10179,1.1440999999999999,1.1771720000000001,958.65673800000002
2006,22,Paper products,167444,109257,457.71408100000002,988.60601799999995,3253.8210450000001,1.024659,22407.03125,9145.484375,21933.316406000002,1.15035,1.1439999999999999,0.70306999999999997,1.02034,0.98645000000000005,1,1.0783100000000001,1.1298280000000001,1.1709860000000001,951.79247999999995
2007,22,Paper products,174063,118240,461.73794600000002,959.546021,3106.5854490000002,1.0219039999999999,19915.707031000002,8981.1289059999999,22397.271484000001,1.1620200000000001,1.19933,0.82465999999999995,1.03393,0.99666999999999994,1,1.05969,1.086344,1.1408510000000001,926.82061799999997
2008,22,Paper products,177053,125997,458.63958700000001,889.85730000000001,2877.3315429999998,1.027272,15612.841796999999,9734.0078119999998,21482.294922000001,1.1076600000000001,1.1877800000000001,0.93903000000000003,1.03034,0.99485999999999997,1,1.0356799999999999,1.083709,1.104414,897.40655500000003
2009,22,Paper products,160007,101501,487.996826,959.46942100000001,3566.953125,1.0252889999999999,25018.253906000002,8446.7607420000004,20025.539062,1,1,1,1,1,1,1,1,1,811.02905299999998
2010,22,Paper products,168730,113417,422.41387900000001,852.84606900000006,3223.2624510000001,1.0308029999999999,21911.347656000002,8588.0625,20314.037109000001,1.0148999999999999,1.07331,1.04366,0.96792,1.0133799999999999,1,0.97819,1.0293509999999999,0.98738800000000004,804.65155000000004
2011,22,Paper products,174553,122017,375.20391799999999,803.90210000000002,3061.9177249999998,1.0238480000000001,19097.855468999998,8754.1777340000008,20441.921875,1.01417,1.0973999999999999,1.0884100000000001,0.96248999999999996,1.0325299999999999,1,0.95687999999999995,0.95860500000000004,0.98709000000000002,788.05523700000003
2012,22,Paper products,179580,127866,360.783051,794.21667500000001,3048.1613769999999,1.03789,18384.501952999999,7798.6264650000003,21326.673827999999,1.0413699999999999,1.1454899999999999,1.1372,1.00891,1.0604199999999999,1,0.94388000000000005,0.89127900000000004,0.97215700000000005,762.03814699999998
2013,22,Paper products,184579,128835,400.528931,901.59881600000006,3630.0959469999998,1.041409,21512.458984000001,9965.1767579999996,19333.103515999999,1.0433399999999999,1.1388199999999999,1.1958899999999999,1.09009,1.09284,1,0.93315000000000003,1.0097119999999999,0.94971700000000003,765.05999799999995
2014,22,Paper products,186177,129363,413.61462399999999,943.74487299999998,3779.8889159999999,1.0301439999999999,21935.419922000001,8928.9804690000001,20811.318359000001,1.0397799999999999,1.1281000000000001,1.24129,1.18285,1.1276900000000001,1,0.9284,0.98565800000000003,0.94692299999999996,764.00872800000002
